        Date        , GPU Clock [MHz] , Memory Clock [MHz] , GPU Temperature [°C] , Hot Spot [°C] , Fan Speed (%) [%] , Fan Speed (RPM) [RPM] , Memory Used [MB] , GPU Load [%] , Memory Controller Load [%] , Video Engine Load [%] , Bus Interface Load [%] , Board Power Draw [W] , GPU Chip Power Draw [W] , PCIe Slot Power [W] , PCIe Slot Voltage [V] , 8-Pin #1 Power [W] , 8-Pin #1 Voltage [V] , 8-Pin #2 Power [W] , 8-Pin #2 Voltage [V] , Power Consumption (%) [% TDP] , PerfCap Reason [] , GPU Voltage [V] , CPU Temperature [°C] , System Memory Used [MB] ,
2026-08-06 19:00:43 ,        1569.0   ,           1377.0   ,               86.6   ,       100.6   ,              70   ,                   0   ,           1028   ,         96   ,                       91   ,                   0   ,                    0   ,               95.3   ,                  45.6   ,              24.8   ,                11.9   ,             27.4   ,               12.0   ,             42.5   ,               11.9   ,                        34.7   ,               2   ,        0.8120   ,               49.0   ,                  8328   ,
2026-08-06 19:00:44 ,        1607.0   ,           1377.0   ,               86.8   ,       100.8   ,              70   ,                   0   ,           1028   ,         95   ,                       91   ,                   0   ,                    0   ,              141.9   ,                  85.7   ,              28.9   ,                11.9   ,             51.4   ,               11.9   ,             60.9   ,               11.9   ,                        51.6   ,               2   ,        0.8310   ,               50.0   ,                  8329   ,
2026-08-06 19:00:45 ,        1620.0   ,           1377.0   ,               86.8   ,       100.8   ,              70   ,                   0   ,           1028   ,         95   ,                       93   ,                   0   ,                    0   ,              247.5   ,                 182.4   ,              38.2   ,                11.9   ,            109.5   ,               11.9   ,             99.2   ,               11.9   ,                        55.2   ,              16   ,        0.8430   ,               45.0   ,                  8316   ,
2026-08-06 19:00:46 ,        1607.0   ,           1377.0   ,               86.9   ,       100.9   ,              71   ,                   0   ,           1028   ,         96   ,                       93   ,                   0   ,                    0   ,              191.1   ,                 127.3   ,              33.5   ,                11.9   ,             76.4   ,               11.9   ,             80.5   ,               11.9   ,                        69.5   ,               1   ,        0.8310   ,               48.0   ,                  8316   ,
2026-08-06 19:00:47 ,        1620.0   ,           1377.0   ,               87.3   ,       101.3   ,              71   ,                   0   ,           1028   ,         96   ,                       93   ,                   0   ,                    0   ,               88.8   ,                  86.8   ,              30.0   ,                11.9   ,             52.1   ,               11.9   ,             63.1   ,               11.9   ,                        53.1   ,              16   ,        0.8430   ,               49.0   ,                  8314   ,
2026-08-06 19:00:48 ,        1632.5   ,           1377.0   ,               87.1   ,       101.1   ,              71   ,                   0   ,           1028   ,         93   ,                       91   ,                   0   ,                    0   ,              103.0   ,                  52.5   ,              25.1   ,                11.9   ,             31.5   ,               12.0   ,             45.7   ,               11.9   ,                        37.4   ,               1   ,        0.8430   ,               49.0   ,                  8315   ,
2026-08-06 19:00:49 ,        1607.0   ,           1377.0   ,               87.2   ,       101.2   ,              71   ,                   0   ,           1028   ,         96   ,                       92   ,                   0   ,                    0   ,               90.8   ,                  42.4   ,              24.2   ,                11.9   ,             25.5   ,               12.0   ,             40.5   ,               11.9   ,                        33.0   ,               3   ,        0.8310   ,               51.0   ,                  8315   ,
2026-08-06 19:00:50 ,        1607.0   ,           1377.0   ,               87.0   ,       101.0   ,              71   ,                   0   ,           1028   ,         94   ,                       89   ,                   0   ,                    0   ,              249.3   ,                  45.1   ,              24.5   ,                11.9   ,             27.1   ,               12.0   ,             41.8   ,               11.9   ,                        34.2   ,               2   ,        0.8310   ,               51.0   ,                  8314   ,
2026-08-06 19:00:51 ,        1607.0   ,           1377.0   ,               87.0   ,       101.0   ,              71   ,                   0   ,           1028   ,         94   ,                       87   ,                   0   ,                    0   ,               93.9   ,                  44.8   ,              24.5   ,                11.9   ,             26.9   ,               12.0   ,             41.9   ,               11.9   ,                        34.1   ,              16   ,        0.8310   ,               50.0   ,                  8315   ,
2026-08-06 19:00:52 ,        1645.0   ,           1377.0   ,               87.5   ,       101.5   ,              71   ,                   0   ,           1028   ,         93   ,                       90   ,                   0   ,                    0   ,              273.7   ,                 197.1   ,              39.9   ,                11.9   ,            118.3   ,               11.9   ,            114.8   ,               12.0   ,                        35.9   ,              16   ,        0.8430   ,               48.0   ,                  8314   ,
2026-08-06 19:00:53 ,        1607.0   ,           1377.0   ,               86.9   ,       100.9   ,              71   ,                   0   ,           1028   ,         96   ,                       92   ,                   0   ,                    0   ,               97.7   ,                  48.0   ,              24.8   ,                11.9   ,             28.8   ,               12.0   ,             43.5   ,               11.9   ,                        35.5   ,               1   ,        0.8310   ,               50.0   ,                  8314   ,
2026-08-06 19:00:54 ,        1607.0   ,           1377.0   ,               87.2   ,       101.2   ,              71   ,                   0   ,           1028   ,         93   ,                       90   ,                   0   ,                    0   ,              263.1   ,                 187.3   ,              39.8   ,                11.8   ,            112.4   ,               12.0   ,             42.8   ,               11.9   ,                        35.0   ,              16   ,        0.8310   ,               48.0   ,                  8315   ,
2026-08-06 19:00:55 ,        1657.5   ,           1377.0   ,               86.5   ,       100.5   ,              71   ,                   0   ,           1028   ,         70   ,                       69   ,                   0   ,                    0   ,              217.4   ,                  51.2   ,              24.9   ,                11.9   ,             30.7   ,               12.0   ,             46.3   ,               11.9   ,                        37.3   ,              16   ,        0.8620   ,               48.0   ,                  8312   ,
2026-08-06 19:00:56 ,        1657.5   ,           1377.0   ,               86.1   ,       100.1   ,              71   ,                   0   ,           1028   ,         73   ,                       69   ,                   0   ,                    0   ,              143.9   ,                  87.5   ,              27.0   ,                11.9   ,             39.9   ,               11.9   ,             52.2   ,               11.9   ,                        43.6   ,              16   ,        0.8250   ,               50.0   ,                  8315   ,
2026-08-06 19:00:57 ,        1620.0   ,           1377.0   ,               86.6   ,       100.6   ,              71   ,                   0   ,           1028   ,         80   ,                       79   ,                   0   ,                    0   ,              146.7   ,                  88.3   ,              29.4   ,                11.9   ,             53.0   ,               11.9   ,             63.6   ,               11.9   ,                        68.3   ,              16   ,        0.8430   ,               44.0   ,                  8312   ,
2026-08-06 19:00:58 ,        1607.0   ,           1377.0   ,               87.0   ,       101.0   ,              71   ,                   0   ,           1028   ,         95   ,                       92   ,                   0   ,                    0   ,              219.3   ,                 149.8   ,              37.0   ,                11.9   ,             89.9   ,               11.9   ,             91.7   ,               11.9   ,                        79.7   ,              16   ,        0.8310   ,               46.0   ,                  8313   ,
2026-08-06 19:00:59 ,        1620.0   ,           1377.0   ,               87.6   ,       101.6   ,              71   ,                   0   ,           1028   ,         95   ,                       93   ,                   0   ,                    0   ,              252.4   ,                 179.9   ,              38.0   ,                11.9   ,            108.0   ,               11.9   ,            105.7   ,               11.9   ,                        91.8   ,              16   ,        0.8430   ,               49.0   ,                  8313   ,
2026-08-06 19:01:00 ,        1594.5   ,           1377.0   ,               87.6   ,       101.6   ,              72   ,                   0   ,           1028   ,         95   ,                       92   ,                   0   ,                    0   ,              185.8   ,                 123.0   ,              32.6   ,                11.9   ,             73.8   ,               11.9   ,             78.7   ,               11.9   ,                        67.6   ,               2   ,        0.8310   ,               48.0   ,                  8314   ,
2026-08-06 19:01:01 ,        1594.5   ,           1377.0   ,               87.6   ,       101.6   ,              72   ,                   0   ,           1028   ,         96   ,                       93   ,                   0   ,                    0   ,              264.7   ,                 186.7   ,              40.1   ,                11.9   ,            112.0   ,               11.9   ,            111.9   ,               11.9   ,                        34.2   ,              16   ,        0.8250   ,               50.0   ,                  8313   ,
2026-08-06 19:01:02 ,        1569.0   ,           1377.0   ,               86.9   ,       100.9   ,              72   ,                   0   ,           1028   ,         95   ,                       90   ,                   0   ,                    0   ,              157.5   ,                  99.2   ,              30.7   ,                11.9   ,             59.5   ,               11.9   ,             66.7   ,               11.9   ,                        57.3   ,               2   ,        0.8120   ,               50.0   ,                  8313   ,
2026-08-06 19:01:03 ,        1620.0   ,           1377.0   ,               87.7   ,       101.7   ,              72   ,                   0   ,           1028   ,         96   ,                       93   ,                   0   ,                    0   ,              121.7   ,                  67.3   ,              28.2   ,                11.9   ,             66.9   ,               11.9   ,             74.4   ,               11.9   ,                        63.5   ,              16   ,        0.8310   ,               50.0   ,                  8313   ,
2026-08-06 19:01:04 ,        1607.0   ,           1377.0   ,               87.5   ,       101.5   ,              72   ,                   0   ,           1028   ,         96   ,                       93   ,                   0   ,                    0   ,               87.2   ,                  39.1   ,              23.9   ,                11.9   ,             23.4   ,               12.0   ,             39.2   ,               11.9   ,                        31.7   ,               1   ,        0.8310   ,               49.0   ,                  8313   ,
2026-08-06 19:01:05 ,        1632.5   ,           1377.0   ,               87.7   ,       101.7   ,              72   ,                   0   ,           1028   ,         95   ,                       92   ,                   0   ,                    0   ,               88.3   ,                  39.9   ,              23.9   ,                11.9   ,             23.9   ,               12.0   ,             39.8   ,               11.9   ,                        32.1   ,               1   ,        0.8310   ,               49.0   ,                  8313   ,
2026-08-06 19:01:06 ,        1607.0   ,           1377.0   ,               87.6   ,       101.6   ,              72   ,                   0   ,           1028   ,         96   ,                       92   ,                   0   ,                    0   ,              220.1   ,                 151.2   ,              36.0   ,                11.9   ,             90.7   ,               11.9   ,             92.8   ,               11.9   ,                        80.0   ,              16   ,        0.8310   ,               46.0   ,                  8313   ,
2026-08-06 19:01:07 ,        1607.0   ,           1377.0   ,               88.2   ,       102.2   ,              72   ,                   0   ,           1028   ,         96   ,                       93   ,                   0   ,                    0   ,              120.2   ,                  67.4   ,              26.9   ,                11.9   ,             40.4   ,               11.9   ,             52.1   ,               11.9   ,                        43.7   ,              16   ,        0.8310   ,               47.0   ,                  8313   ,
2026-08-06 19:01:08 ,        1569.0   ,           1377.0   ,               87.2   ,       101.2   ,              72   ,                   0   ,           1028   ,         82   ,                       78   ,                   0   ,                    0   ,              127.6   ,                  72.8   ,              27.8   ,                11.9   ,             43.7   ,               11.9   ,             55.5   ,               11.9   ,                        46.4   ,               2   ,        0.8120   ,               49.0   ,                  8312   ,
2026-08-06 19:01:09 ,        1594.5   ,           1377.0   ,               87.6   ,       101.6   ,              72   ,                   0   ,           1028   ,         96   ,                       93   ,                   0   ,                    0   ,              152.9   ,                  95.9   ,              29.7   ,                11.9   ,             57.5   ,               11.9   ,             65.0   ,               11.9   ,                        55.6   ,              16   ,        0.8310   ,               49.0   ,                  8313   ,
2026-08-06 19:01:10 ,        1632.5   ,           1377.0   ,               87.7   ,       101.7   ,              72   ,                   0   ,           1028   ,         92   ,                       88   ,                   0   ,                    0   ,              111.0   ,                  49.9   ,              24.9   ,                11.9   ,             29.9   ,               12.0   ,             43.8   ,               11.9   ,                        36.1   ,              16   ,        0.8310   ,               50.0   ,                  8311   ,
2026-08-06 19:01:11 ,        1607.0   ,           1377.0   ,               87.8   ,       101.8   ,              72   ,                   0   ,           1028   ,         96   ,                       93   ,                   0   ,                    0   ,              181.2   ,                 116.3   ,              32.0   ,                11.9   ,             69.8   ,               11.9   ,             78.8   ,               11.9   ,                        65.9   ,              16   ,        0.8310   ,               48.0   ,                  8312   ,
2026-08-06 19:01:12 ,        1607.0   ,           1377.0   ,               87.2   ,       101.2   ,              72   ,                   0   ,           1028   ,         73   ,                       71   ,                   0   ,                    0   ,              171.2   ,                 109.7   ,              31.2   ,                11.9   ,             65.8   ,               11.9   ,             73.5   ,               11.9   ,                        62.3   ,              16   ,        0.8310   ,               50.0   ,                  8313   ,
2026-08-06 19:01:13 ,        1607.0   ,           1377.0   ,               86.8   ,       100.8   ,              72   ,                   0   ,           1028   ,         71   ,                       72   ,                   0   ,                    0   ,              111.3   ,                  58.9   ,              24.8   ,                11.9   ,             35.3   ,               11.9   ,             50.4   ,               11.9   ,                        44.7   ,              16   ,        0.8430   ,               49.0   ,                  8312   ,
2026-08-06 19:01:14 ,        1607.0   ,           1377.0   ,               87.5   ,       101.5   ,              72   ,                   0   ,           1028   ,         92   ,                       88   ,                   0   ,                    0   ,              233.4   ,                 158.5   ,              38.3   ,                11.9   ,             95.1   ,               11.9   ,             99.3   ,               11.9   ,                        41.6   ,               1   ,        0.8930   ,               44.0   ,                  8313   ,
2026-08-06 19:01:15 ,        1620.0   ,           1377.0   ,               88.0   ,       102.0   ,              72   ,                   0   ,           1028   ,         79   ,                       77   ,                   0   ,                    0   ,              189.4   ,                 124.2   ,              33.0   ,                11.9   ,             74.5   ,               11.9   ,             81.2   ,               11.9   ,                        68.9   ,              16   ,        0.8430   ,               48.0   ,                  8313   ,
2026-08-06 19:01:16 ,        1607.0   ,           1377.0   ,               87.7   ,       101.7   ,              72   ,                   0   ,           1028   ,         96   ,                       93   ,                   0   ,                    0   ,              100.9   ,                  50.6   ,              25.1   ,                11.9   ,             30.3   ,               12.0   ,             44.7   ,               12.0   ,                        63.3   ,              16   ,        0.8310   ,               48.0   ,                  8311   ,
2026-08-06 19:01:17 ,        1607.0   ,           1377.0   ,               88.0   ,       102.0   ,              73   ,                   0   ,           1028   ,         96   ,                       93   ,                   0   ,                    0   ,              262.2   ,                 186.9   ,              39.8   ,                11.9   ,             28.2   ,               12.0   ,             43.0   ,               12.0   ,                        35.1   ,               1   ,        0.8430   ,               47.0   ,                  8312   ,
2026-08-06 19:01:18 ,        1607.0   ,           1377.0   ,               88.3   ,       102.3   ,              73   ,                   0   ,           1028   ,         94   ,                       90   ,                   0   ,                    0   ,              270.5   ,                 193.6   ,              40.3   ,                11.8   ,            116.2   ,               11.9   ,            113.3   ,               11.9   ,                        98.4   ,              16   ,        0.8310   ,               50.0   ,                  8312   ,
2026-08-06 19:01:19 ,        1582.0   ,           1377.0   ,               88.1   ,       102.1   ,              73   ,                   0   ,           1028   ,         96   ,                       92   ,                   0   ,                    0   ,              103.5   ,                  51.6   ,              26.6   ,                11.9   ,             31.0   ,               12.0   ,             45.2   ,               11.9   ,                        37.6   ,              16   ,        0.8120   ,               49.0   ,                  8313   ,
2026-08-06 19:01:20 ,        1607.0   ,           1377.0   ,               88.3   ,       102.3   ,              73   ,                   0   ,           1028   ,         96   ,                       93   ,                   0   ,                    0   ,              198.8   ,                 134.4   ,              34.4   ,                11.9   ,             80.6   ,               11.9   ,             83.1   ,               11.9   ,                        66.0   ,              16   ,        0.8310   ,               50.0   ,                  8313   ,
2026-08-06 19:01:21 ,        1632.5   ,           1377.0   ,               88.7   ,       102.7   ,              73   ,                   0   ,           1028   ,         95   ,                       92   ,                   0   ,                    0   ,              128.4   ,                  74.4   ,              27.3   ,                11.9   ,             44.6   ,               11.9   ,             55.8   ,               11.9   ,                        46.7   ,               3   ,        0.8430   ,               50.0   ,                  8313   ,
2026-08-06 19:01:22 ,        1645.0   ,           1377.0   ,               88.6   ,       102.6   ,              73   ,                   0   ,           1028   ,         93   ,                       91   ,                   0   ,                    0   ,               98.6   ,                  48.3   ,              24.7   ,                11.9   ,             29.0   ,               12.0   ,             44.2   ,               11.9   ,                        35.8   ,               1   ,        0.8310   ,               51.0   ,                  8311   ,
2026-08-06 19:01:23 ,        1607.0   ,           1377.0   ,               88.6   ,       102.5   ,              73   ,                   0   ,           1028   ,         96   ,                       93   ,                   0   ,                    0   ,               94.1   ,                  45.0   ,              24.5   ,                11.9   ,             27.0   ,               12.0   ,             41.9   ,               11.9   ,                        34.2   ,               1   ,        0.8310   ,               50.0   ,                  8313   ,
2026-08-06 19:01:24 ,        1632.5   ,           1377.0   ,               88.7   ,       102.7   ,              73   ,                   0   ,           1028   ,         96   ,                       93   ,                   0   ,                    0   ,              235.0   ,                 167.7   ,              36.6   ,                11.9   ,             44.0   ,               12.0   ,             54.3   ,               11.9   ,                        46.0   ,              16   ,        0.8310   ,               51.0   ,                  8313   ,
2026-08-06 19:01:25 ,        1607.0   ,           1377.0   ,               89.0   ,       103.0   ,              73   ,                   0   ,           1028   ,         96   ,                       92   ,                   0   ,                    0   ,              109.5   ,                  58.1   ,              26.0   ,                11.9   ,             34.8   ,               12.0   ,             48.0   ,               11.9   ,                        39.8   ,              16   ,        0.8310   ,               50.0   ,                  8313   ,
2026-08-06 19:01:26 ,        1645.0   ,           1377.0   ,               88.6   ,       102.6   ,              74   ,                   0   ,           1028   ,         94   ,                       91   ,                   0   ,                    0   ,              199.9   ,                 131.9   ,              34.1   ,                11.9   ,             79.1   ,               11.9   ,             86.0   ,               11.9   ,                        72.7   ,              16   ,        0.8310   ,               50.0   ,                  8313   ,
2026-08-06 19:01:27 ,        1620.0   ,           1377.0   ,               88.7   ,       102.7   ,              74   ,                   0   ,           1028   ,         96   ,                       92   ,                   0   ,                    0   ,              183.1   ,                 119.2   ,              32.4   ,                11.9   ,             71.5   ,               11.9   ,             78.5   ,               11.9   ,                        66.6   ,              16   ,        0.8310   ,               48.0   ,                  8313   ,
2026-08-06 19:01:28 ,        1607.0   ,           1377.0   ,               88.7   ,       102.7   ,              74   ,                   0   ,           1028   ,         93   ,                       89   ,                   0   ,                    0   ,              263.5   ,                  40.0   ,              23.9   ,                11.9   ,             23.3   ,               12.0   ,             39.1   ,               12.0   ,                        31.6   ,              16   ,        0.8310   ,               50.0   ,                  8313   ,
2026-08-06 19:01:29 ,        1632.5   ,           1377.0   ,               88.7   ,       102.7   ,              74   ,                   0   ,           1028   ,         93   ,                       88   ,                   0   ,                    0   ,              128.9   ,                  74.1   ,              27.6   ,                11.9   ,             44.4   ,               11.9   ,             56.1   ,               11.9   ,                        46.9   ,              16   ,        0.8310   ,               46.0   ,                  8312   ,
2026-08-06 19:01:30 ,        1607.0   ,           1377.0   ,               88.4   ,       102.4   ,              74   ,                   0   ,           1028   ,         96   ,                       91   ,                   0   ,                    0   ,              257.2   ,                  45.1   ,              24.5   ,                11.9   ,             27.1   ,               12.0   ,             42.0   ,               11.9   ,                        34.3   ,              16   ,        0.8430   ,               49.0   ,                  8314   ,
2026-08-06 19:01:31 ,        1607.0   ,           1377.0   ,               88.3   ,       102.3   ,              74   ,                   0   ,           1028   ,         86   ,                       73   ,                   0   ,                    0   ,               92.9   ,                  44.0   ,              24.4   ,                11.9   ,             26.4   ,               12.0   ,             41.5   ,               11.9   ,                        63.9   ,              16   ,        0.8310   ,               50.0   ,                  8315   ,
2026-08-06 19:01:32 ,        1645.0   ,           1377.0   ,               88.4   ,       102.4   ,              74   ,                   0   ,           1028   ,         88   ,                       86   ,                   0   ,                    0   ,              244.0   ,                  52.8   ,              25.1   ,                11.9   ,             31.6   ,               12.0   ,             45.5   ,               11.9   ,                        37.4   ,               2   ,        0.9310   ,               51.0   ,                  8314   ,
2026-08-06 19:01:33 ,        1632.5   ,           1377.0   ,               88.8   ,       102.8   ,              74   ,                   0   ,           1028   ,         72   ,                       71   ,                   0   ,                    0   ,              186.1   ,                 120.7   ,              32.1   ,                11.9   ,             39.2   ,               11.9   ,             51.7   ,               11.9   ,                        42.9   ,              16   ,        0.9120   ,               48.0   ,                  8328   ,
2026-08-06 19:01:34 ,        1607.0   ,           1377.0   ,               87.5   ,       101.5   ,              74   ,                   0   ,           1028   ,         82   ,                       79   ,                   0   ,                    0   ,              144.8   ,                  88.5   ,              29.0   ,                11.9   ,             53.1   ,               11.9   ,             62.0   ,               11.9   ,                        52.6   ,              16   ,        0.8310   ,               50.0   ,                  8330   ,
2026-08-06 19:01:35 ,        1569.0   ,           1377.0   ,               87.9   ,       101.9   ,              74   ,                   0   ,           1028   ,         96   ,                       91   ,                   0   ,                    0   ,              216.7   ,                 144.5   ,              37.3   ,                11.8   ,             86.7   ,               11.9   ,             92.1   ,               11.9   ,                        78.8   ,              16   ,        0.8120   ,               48.0   ,                  8329   ,
2026-08-06 19:01:36 ,        1594.5   ,           1377.0   ,               88.8   ,       102.8   ,              74   ,                   0   ,           1028   ,         95   ,                       92   ,                   0   ,                    0   ,               96.0   ,                  46.6   ,              24.8   ,                11.9   ,             27.9   ,               12.0   ,             42.6   ,               12.0   ,                        34.9   ,              16   ,        0.8310   ,               39.0   ,                  8329   ,
2026-08-06 19:01:37 ,        1607.0   ,           1377.0   ,               89.0   ,       103.0   ,              74   ,                   0   ,           1028   ,         96   ,                       92   ,                   0   ,                    0   ,              268.7   ,                 194.1   ,              40.2   ,                11.8   ,            116.4   ,               11.9   ,            111.4   ,               11.9   ,                        97.7   ,               2   ,        0.8310   ,               50.0   ,                  8329   ,
2026-08-06 19:01:38 ,        1607.0   ,           1377.0   ,               89.1   ,       103.1   ,              74   ,                   0   ,           1028   ,         96   ,                       93   ,                   0   ,                    0   ,              181.3   ,                 119.0   ,              32.3   ,                11.9   ,             71.4   ,               11.9   ,             76.9   ,               11.9   ,                        65.9   ,               3   ,        0.8310   ,               49.0   ,                  8328   ,
2026-08-06 19:01:39 ,        1607.0   ,           1377.0   ,               88.9   ,       102.9   ,              74   ,                   0   ,           1028   ,         96   ,                       93   ,                   0   ,                    0   ,              241.0   ,                 169.0   ,              38.8   ,                11.9   ,             39.9   ,               12.0   ,             52.1   ,               11.9   ,                        43.5   ,              16   ,        0.8310   ,               46.0   ,                  8327   ,
2026-08-06 19:01:40 ,        1607.0   ,           1377.0   ,               89.3   ,       103.3   ,              74   ,                   0   ,           1028   ,         96   ,                       92   ,                   0   ,                    0   ,              215.4   ,                  45.3   ,              24.6   ,                11.9   ,             27.2   ,               12.0   ,             41.9   ,               11.9   ,                        34.3   ,              16   ,        0.8310   ,               51.0   ,                  8327   ,
2026-08-06 19:01:41 ,        1607.0   ,           1377.0   ,               89.2   ,       103.2   ,              74   ,                   0   ,           1028   ,         96   ,                       93   ,                   0   ,                    0   ,              184.9   ,                 122.2   ,              32.0   ,                11.9   ,             73.3   ,               11.9   ,             78.9   ,               11.9   ,                        67.2   ,              16   ,        0.8310   ,               49.0   ,                  8327   ,
2026-08-06 19:01:42 ,        1607.0   ,           1377.0   ,               89.2   ,       103.2   ,              74   ,                   0   ,           1028   ,         96   ,                       93   ,                   0   ,                    0   ,              100.4   ,                  50.4   ,              25.0   ,                11.9   ,             30.2   ,               12.0   ,             44.4   ,               11.9   ,                        63.1   ,              16   ,        0.8250   ,               48.0   ,                  8326   ,
2026-08-06 19:01:43 ,        1632.5   ,           1377.0   ,               89.2   ,       103.2   ,              74   ,                   0   ,           1028   ,         95   ,                       93   ,                   0   ,                    0   ,              123.6   ,                  70.9   ,              27.0   ,                11.9   ,             42.5   ,               12.0   ,             53.4   ,               11.9   ,                        45.0   ,              16   ,        0.8430   ,               50.0   ,                  8324   ,
2026-08-06 19:01:44 ,        1582.0   ,           1377.0   ,               89.2   ,       103.2   ,              74   ,                   0   ,           1028   ,         96   ,                       92   ,                   0   ,                    0   ,              211.7   ,                 143.6   ,              28.3   ,                11.9   ,             46.5   ,               12.0   ,             55.8   ,               11.9   ,                        47.7   ,              16   ,        0.8120   ,               46.0   ,                  8325   ,
2026-08-06 19:01:45 ,        1582.0   ,           1377.0   ,               88.9   ,       102.9   ,              74   ,                   0   ,           1028   ,         95   ,                       90   ,                   0   ,                    0   ,              100.9   ,                  50.6   ,              25.2   ,                11.9   ,             30.3   ,               12.0   ,             44.6   ,               11.9   ,                        36.7   ,              16   ,        0.8120   ,               50.0   ,                  8324   ,
2026-08-06 19:01:46 ,        1607.0   ,           1377.0   ,               88.9   ,       102.9   ,              75   ,                   0   ,           1028   ,         76   ,                       74   ,                   0   ,                    0   ,              235.3   ,                 166.8   ,              37.2   ,                11.9   ,            100.0   ,               11.9   ,             97.4   ,               11.9   ,                        45.6   ,              16   ,        0.8310   ,               44.0   ,                  8324   ,
2026-08-06 19:01:47 ,        1607.0   ,           1377.0   ,               89.0   ,       103.0   ,              75   ,                   0   ,           1028   ,         83   ,                       79   ,                   0   ,                    0   ,              268.6   ,                 191.6   ,              40.6   ,                11.8   ,            115.0   ,               11.9   ,            112.4   ,               11.9   ,                        97.7   ,               1   ,        0.8310   ,               51.0   ,                  8324   ,
2026-08-06 19:01:48 ,        1582.0   ,           1377.0   ,               88.9   ,       102.9   ,              75   ,                   0   ,           1028   ,         85   ,                       81   ,                   0   ,                    0   ,              198.3   ,                 133.3   ,              34.3   ,                11.9   ,             80.0   ,               11.9   ,             83.3   ,               11.9   ,                        72.1   ,              16   ,        0.8250   ,               51.0   ,                  8322   ,
2026-08-06 19:01:49 ,        1607.0   ,           1377.0   ,               89.3   ,       103.3   ,              75   ,                   0   ,           1028   ,         91   ,                       86   ,                   0   ,                    0   ,              100.2   ,                  50.2   ,              25.0   ,                11.9   ,             65.2   ,               11.9   ,             73.9   ,               11.9   ,                        62.3   ,              16   ,        0.8620   ,               52.0   ,                  8323   ,
2026-08-06 19:01:50 ,        1607.0   ,           1377.0   ,               89.6   ,       103.6   ,              75   ,                   0   ,           1028   ,         95   ,                       87   ,                   0   ,                    0   ,              139.2   ,                  84.4   ,              28.8   ,                11.9   ,             50.6   ,               11.9   ,             59.1   ,               11.9   ,                        50.6   ,              16   ,        0.8310   ,               51.0   ,                  8321   ,
2026-08-06 19:01:51 ,        1607.0   ,           1377.0   ,               88.8   ,       102.9   ,              75   ,                   0   ,           1028   ,         80   ,                       78   ,                   0   ,                    0   ,              178.4   ,                 117.6   ,              33.3   ,                11.9   ,             37.2   ,               11.9   ,             49.9   ,               11.9   ,                        42.0   ,              16   ,        0.8310   ,               49.0   ,                  8323   ,
2026-08-06 19:01:52 ,        1645.0   ,           1377.0   ,               89.2   ,       103.2   ,              75   ,                   0   ,           1028   ,         85   ,                       83   ,                   0   ,                    0   ,               96.1   ,                  46.6   ,              24.6   ,                11.9   ,             27.9   ,               12.0   ,             42.9   ,               11.9   ,                        34.9   ,               1   ,        0.8310   ,               52.0   ,                  8323   ,
2026-08-06 19:01:53 ,        1670.5   ,           1377.0   ,               89.1   ,       103.1   ,              75   ,                   0   ,           1028   ,         76   ,                       77   ,                   0   ,                    0   ,              211.7   ,                 142.7   ,              33.2   ,                11.9   ,             85.6   ,               11.9   ,             92.2   ,               11.9   ,                        41.7   ,              16   ,        0.8750   ,               50.0   ,                  8323   ,
2026-08-06 19:01:54 ,        1607.0   ,           1377.0   ,               88.3   ,       102.3   ,              75   ,                   0   ,           1028   ,         65   ,                       63   ,                   0   ,                    0   ,              183.8   ,                 121.8   ,              33.2   ,                11.9   ,             73.1   ,               11.9   ,             76.8   ,               11.9   ,                        51.0   ,              16   ,        0.8310   ,               49.0   ,                  8323   ,
2026-08-06 19:01:55 ,        1594.5   ,           1377.0   ,               89.6   ,       103.6   ,              75   ,                   0   ,           1028   ,         96   ,                       93   ,                   0   ,                    0   ,              195.2   ,                 128.0   ,              33.1   ,                11.9   ,             76.8   ,               11.9   ,             84.5   ,               11.9   ,                        71.0   ,              16   ,        0.8310   ,               49.0   ,                  8322   ,
2026-08-06 19:01:56 ,        1607.0   ,           1377.0   ,               89.7   ,       103.7   ,              75   ,                   0   ,           1028   ,         96   ,                       93   ,                   0   ,                    0   ,              263.8   ,                 188.8   ,              39.7   ,                11.8   ,            113.3   ,               11.9   ,            110.1   ,               11.9   ,                        34.0   ,               3   ,        0.8310   ,               50.0   ,                  8319   ,
2026-08-06 19:01:57 ,        1607.0   ,           1377.0   ,               89.6   ,       103.6   ,              75   ,                   0   ,           1028   ,         95   ,                       92   ,                   0   ,                    0   ,              119.4   ,                  66.5   ,              26.8   ,                11.9   ,             39.9   ,               12.0   ,             52.1   ,               11.9   ,                        43.4   ,               3   ,        0.8310   ,               52.0   ,                  8322   ,
2026-08-06 19:01:58 ,        1582.0   ,           1377.0   ,               89.7   ,       103.7   ,              75   ,                   0   ,           1028   ,         94   ,                       90   ,                   0   ,                    0   ,               94.8   ,                  45.6   ,              24.6   ,                11.9   ,             27.4   ,               12.0   ,             42.2   ,               12.0   ,                        34.5   ,              16   ,        0.8250   ,               51.0   ,                  8322   ,
